corpus,intcode,segment,prt_wd,cld_wd,kwd_wd,speakers,subjects,relations,objects,texts,AEO_cat,full_name,URL,speaker_image_in_drive? (Yes/No),context(timestamp),context (segment_number),Notes
Shoah,2522,37,disc,discriminatory measures,anti Jewish measures,PS,Jews,can not have,radios that have shortwave,"Jews cannot have radios Oh, no, Jews cannot have radios that have shortwave.",Agency_Speculative/Modal,Paul Strassmann,https://vhaonline.usc.edu/viewingPage?testimonyID=2549&returnIndex=0,Yes,,,
Shoah,2522,37,disc,discriminatory measures,anti Jewish measures,PS,You,could not sell,the house,You couldn't sell the house.,Agency_Speculative/Modal,Paul Strassmann,https://vhaonline.usc.edu/viewingPage?testimonyID=2549&returnIndex=0,Yes,,,
Shoah,2684,28,disc,discriminatory measures,anti Jewish measures,JF,Then my parents,had to give,up the shops,"Then my parents had to give up the shops, because they couldn't have a shop in the market.",Agency_Coercion/Necessity,Jules Forgacs,https://vhaonline.usc.edu/viewingPage?testimonyID=2788&returnIndex=0,Yes,,,
Shoah,2690,17,disc,discriminatory measures,anti Jewish measures,SW,We,were not allowed,out in the street after 8 00,We weren't allowed out in the street after8:00.,Orientation,Sophie Waters,https://vhaonline.usc.edu/viewingPage?testimonyID=2743&returnIndex=0,Yes,,,
Shoah,2690,17,disc,discriminatory measures,anti Jewish measures,SW,they,declared,that the Jews were not allowed at evening in the street,"They made -- they -- they declared that the Jews were not allowed out after8:00, at evening, in the street.",Agency_Active,Sophie Waters,https://vhaonline.usc.edu/viewingPage?testimonyID=2743&returnIndex=0,Yes,,,
Shoah,2690,17,disc,discriminatory measures,anti Jewish measures,SW,we,had to wear,a star,And then they started with us that we had to wear a star.,Agency_Coercion/Necessity,Sophie Waters,https://vhaonline.usc.edu/viewingPage?testimonyID=2743&returnIndex=0,Yes,,,
Shoah,2813,15,disc,discriminatory measures,anti Jewish measures,BL,my father,had to give,up the business ,"And of course, that's, I believe, when my father had to give up the business -- both places.",Agency_Coercion/Necessity,Benjamin Lesser,https://vhaonline.usc.edu/viewingPage?testimonyID=2938&returnIndex=0,Yes,,,
Shoah,2813,15,disc,discriminatory measures,anti Jewish measures,BL,half his beard,was shorn,off with a scissor ,"He was all beaten up and half his beard was shorn off with a scissor, I guess.",Agency_Passive,Benjamin Lesser,https://vhaonline.usc.edu/viewingPage?testimonyID=2938&returnIndex=0,Yes,,,
Shoah,2830,9,disc,discriminatory measures,anti Jewish measures,LK,the Jews,make,matzah from gentile blood,"on a Passover, the -- the -- that the Jews make matzah from gentile blood.",Agency_Active,Lola Kay,https://vhaonline.usc.edu/viewingPage?testimonyID=2900&returnIndex=0,Yes,,,
Shoah,2916,18,disc,personal prejudice,armed forces antisemitism,LB,they,were singing,anti- Semitic ditties,"Well, very soon, the Hungarian soldiers as they were marching, they were singing anti- Semitic ditties.",Agency_Active,Livia Bitton-Jackson,https://vhaonline.usc.edu/viewingPage?testimonyID=2991&returnIndex=0,Yes,,,
Shoah,2916,19,disc,discriminatory measures,anti Jewish measures,LB,They,took,away our radios,They took away our radios.,Agency_Active,Livia Bitton-Jackson,https://vhaonline.usc.edu/viewingPage?testimonyID=2991&returnIndex=0,Yes,,,
Shoah,2916,19,disc,discriminatory measures,anti Jewish measures,LB,We,should not be,able to hear the news,We shouldn't be able to hear the news from abroad.,Agency_Speculative/Modal,Livia Bitton-Jackson,https://vhaonline.usc.edu/viewingPage?testimonyID=2991&returnIndex=0,Yes,,,
Shoah,2938,33,disc,discriminatory measures,anti Jewish measures,IR,First law,was,that all the Jews have to deliver the gold the silver diamond to the Nazis,"First law was that all the Jews have to deliver the gold and the silver -- the gold, and the silver, and the diamond to the Nazis.",Orientation,Irving Rubinstein,https://vhaonline.usc.edu/viewingPage?testimonyID=3002&returnIndex=0,Yes,,,
Shoah,2966,9,disc,personal prejudice,antisemitism,MS,they,used to throw,stones at you,And they used to throw stones at you.,Agency_Active,Marion Speicher,https://vhaonline.usc.edu/viewingPage?testimonyID=3030&returnIndex=0,Yes,,,
Shoah,2966,53,disc,discriminatory measures,anti Jewish measures,MS,we,had to wear,armband a white band on the left arm with a Jewish star in blue,"They still also -- which I didn't mention, you see, that we had to wear -- immediately when the Germans came in, in1941, we had to wear armband, a white band on the left arm with a Jewish star, in blue.",Agency_Coercion/Necessity,Marion Speicher,https://vhaonline.usc.edu/viewingPage?testimonyID=3030&returnIndex=0,Yes,,,
Shoah,2980,47,disc,discriminatory measures,anti Jewish measures,NS,we,had to bring,in everything to the Germans,"And that it's gold, that's it's jewelry, whether money, or, or the foreign, foreign money, whatever, we had to bring in everything to the Germans.",Agency_Coercion/Necessity,Nathan Sobel,https://vhaonline.usc.edu/viewingPage?testimonyID=2915&returnIndex=0,Yes,,,
Shoah,3040,35,disc,discriminatory measures,anti Jewish measures,RW,the first order,was,that the Jews have to be identified by wearing the star of David on their arm on their left arm,"First of all, the first order was that the Jews have to be identified by wearing the star of David on their arm -- on their left arm.",Orientation,Roman Weingarten,https://vhaonline.usc.edu/viewingPage?testimonyID=3169&returnIndex=0,Yes,,,
Shoah,3040,35,disc,discriminatory measures,anti Jewish measures,RW,establishments,have to be identified,with a large star of David ,"Then the order came that all Jewish stores and establishments have to be identified with a large star of David at the entrance, so that they knew right then which and where is a Jewish establishment and who is a Jew in the street.",Agency_Coercion/Necessity,Roman Weingarten,https://vhaonline.usc.edu/viewingPage?testimonyID=3169&returnIndex=0,Yes,,,
Shoah,3044,24,disc,discriminatory measures,Jewish property attacks,RR,Everything,that was,fragile was smashed,Everything that was fragile was smashed.,Evaluation,Ruth Rack,https://vhaonline.usc.edu/viewingPage?testimonyID=3184&returnIndex=0,Yes,,,
Shoah,3044,115,disc,personal prejudice,antisemitism,RR,the Cossacks,hanged,my grandmother in the wardrobe,"And the Cossacks burst into the room, ran him through with a saber, and pinned him to the wardrobe door, opened the wardrobe door and hanged my grandmother in the wardrobe.",Agency_Active,Ruth Rack,https://vhaonline.usc.edu/viewingPage?testimonyID=3184&returnIndex=0,Yes,,,
Shoah,3044,115,disc,personal prejudice,antisemitism,RR,my grandparents,were murdered,by the Cossacks because of antisemitism,"Now, I knew this as a child -- so that my grandparents were murdered by the Cossacks because of antisemitism.",Agency_Passive,Ruth Rack,https://vhaonline.usc.edu/viewingPage?testimonyID=3184&returnIndex=0,Yes,,,
Shoah,3068,19,disc,personal prejudice,antisemitism,BB,the boys,used to throw,rocks at us,"When I was going to school, the boys used to throw rocks at us.",Agency_Active,Bronia Beker,https://vhaonline.usc.edu/viewingPage?testimonyID=3215&returnIndex=0,Yes,,,
Shoah,3097,12,disc,personal prejudice,antisemitism,BZ,The Jewish students,had to sit,on the left side of the benches,The Jewish students had to sit on the left side of the benches.,Agency_Coercion/Necessity,Bernard Zelinger,https://vhaonline.usc.edu/viewingPage?testimonyID=3235&returnIndex=0,Yes,,,
Shoah,3212,21,disc,personal prejudice,school antisemitism,EH,They,called,us right away pig Jew dirty Jew,"They called us right away pig Jew, dirty Jew.",Agency_Active,Ernst Hacker,https://vhaonline.usc.edu/viewingPage?testimonyID=3278&returnIndex=0,Yes,,,
Shoah,3212,21,disc,personal prejudice,school antisemitism,EH,nobody,was,our friend,"And suddenly, nobody was our friend anymore.",Orientation,Ernst Hacker,https://vhaonline.usc.edu/viewingPage?testimonyID=3278&returnIndex=0,Yes,,,
Shoah,3341,54,disc,personal prejudice,antisemitism,JH,They,used,slur words you dirty Jew,"They used slur words -- you dirty Jew, and so on.",Agency_Active,John Horak,https://vhaonline.usc.edu/viewingPage?testimonyID=3613&returnIndex=0,Yes,,,
Shoah,3360,91,disc,discriminatory measures,anti Jewish measures,DB,Jews,were totally disowned,of everything,Jews were totally disowned of everything.,Agency_Passive,Dorothea Bloch,https://vhaonline.usc.edu/viewingPage?testimonyID=3505&returnIndex=0,Yes,,,
Shoah,3382,39,disc,personal prejudice,workplace antisemitism,AM,The Jews,must be,on the left side,The Jews must be on the left side.,Agency_Passive,Abraham Melezin,https://vhaonline.usc.edu/viewingPage?testimonyID=3403&returnIndex=0,Yes,,,
Shoah,3474,21,disc,discriminatory measures,anti Jewish measures,EF,we,had to wear,the yellow star,"Yeah, then they, they were, they had -- about couple years after, we had to wear the yellow star.",Agency_Coercion/Necessity,Eugene Fried,https://vhaonline.usc.edu/viewingPage?testimonyID=3403&returnIndex=0,Yes,,,
Shoah,3474,21,disc,discriminatory measures,anti Jewish measures,EF,We,had to wear,a yellow star,We had to wear a yellow star.,Agency_Coercion/Necessity,Eugene Fried,https://vhaonline.usc.edu/viewingPage?testimonyID=3403&returnIndex=0,Yes,,,
Shoah,3631,23,disc,discriminatory measures,anti Jewish measures,HD,We,could not go,to the movies,We could not go to the movies.,Agency_Speculative/Modal,Henry Dressler,https://vhaonline.usc.edu/viewingPage?testimonyID=3763&returnIndex=0,Yes,,,
Shoah,3631,23,disc,discriminatory measures,anti Jewish measures,HD,We,could not go,to a theater,We could not go to a theater.,Agency_Speculative/Modal,Henry Dressler,https://vhaonline.usc.edu/viewingPage?testimonyID=3763&returnIndex=0,Yes,,,
Shoah,3631,44,disc,discriminatory measures,anti Jewish measures,HD,we,had to wear,a Levite armband with a Star of David,"And of course, the Jews, as of December1,'39, we had to wear a Levite armband with a, with a Star of David.",Agency_Coercion/Necessity,Henry Dressler,https://vhaonline.usc.edu/viewingPage?testimonyID=3763&returnIndex=0,Yes,,,
Shoah,3699,51,disc,discriminatory measures,anti Jewish measures,IJ,we,had to put,our radio on a neutral place center,"Every night, when we went to bed, we had to put our radio on a neutral place, center, because it could be that the SS people would make what we called home searches.",Agency_Coercion/Necessity,Ilse Jacobson,https://vhaonline.usc.edu/viewingPage?testimonyID=4106&returnIndex=0,Yes,,,
Shoah,3699,51,disc,discriminatory measures,anti Jewish measures,IJ,they,would search,to see if you had forbidden books,"Early in the morning, at7 o'clock, they would search to see if you had forbidden books, if you listened to forbidden radio stations, and if they -- if it happened, they would take the people with, and nobody knew to where.",Agency_Speculative/Modal,Ilse Jacobson,https://vhaonline.usc.edu/viewingPage?testimonyID=4106&returnIndex=0,Yes,,,
Shoah,3699,51,disc,discriminatory measures,anti Jewish measures,IJ,we,put,the radio on a neutral place,"So before we went to bed, we put the radio on a neutral place.",Agency_Active,Ilse Jacobson,https://vhaonline.usc.edu/viewingPage?testimonyID=4106&returnIndex=0,Yes,,,
Shoah,3721,15,disc,personal prejudice,school antisemitism,JG,the priests,used to edge,them on that we killed Jesus Christ,"And, of course, the priests used to edge them on that we killed Jesus Christ.",Agency_Active,Jean Greenstein,https://vhaonline.usc.edu/viewingPage?testimonyID=3699&returnIndex=0,Yes,,,
Shoah,3855,51,disc,discriminatory measures,anti Jewish measures,CH,they,started to take,over Jewish businesses by force,"And gradually this kept increasing, increasing, where they started to take over Jewish businesses by force.",Agency_Active,Charles Hirsch,https://vhaonline.usc.edu/viewingPage?testimonyID=4032&returnIndex=0,Yes,,,
Shoah,3857,22,disc,discriminatory measures,"Nuremberg Laws (September 15, 1935)",HA,You,could not go sit,on a park bench,You couldn't go sit on a park bench.,Agency_Speculative/Modal,Henry Alexander,https://vhaonline.usc.edu/viewingPage?testimonyID=4031&returnIndex=0,Yes,,,
Shoah,3857,22,disc,discriminatory measures,"Nuremberg Laws (September 15, 1935)",HA,You,could not go,to a movie,You couldn't go to a movie.,Agency_Speculative/Modal,Henry Alexander,https://vhaonline.usc.edu/viewingPage?testimonyID=4031&returnIndex=0,Yes,,,
Shoah,3857,22,disc,discriminatory measures,"Nuremberg Laws (September 15, 1935)",HA,We,had,no right to buy groceries,We had no right to buy groceries.,Orientation,Henry Alexander,https://vhaonline.usc.edu/viewingPage?testimonyID=4031&returnIndex=0,Yes,,,
Shoah,3933,26,disc,personal prejudice,antisemitism,MS,We,have to wear,arm bands,We have to wear arm bands.,Agency_Coercion/Necessity,Mary Stolar,https://vhaonline.usc.edu/viewingPage?testimonyID=4047&returnIndex=0,Yes,,,
Shoah,3949,32,disc,discriminatory measures,anti Jewish measures,ED,we,had to wear,the Jewish star on our clothes our yellow band on our coat dress,"No, among -- and before that, already, in -- in Hungary, in1944, when we went out, we had to wear the Jewish star on our clothes and our yellow band on our coat, or dress, whatever.",Agency_Coercion/Necessity,Elizabeth Deutsch,https://vhaonline.usc.edu/viewingPage?testimonyID=4049&returnIndex=0,Yes,,,
Shoah,3988,24,disc,discriminatory measures,anti Jewish measures,SL,I,had to wear,a yellow star,I had to wear a yellow star.,Agency_Coercion/Necessity,Steve Lewkowicz,https://vhaonline.usc.edu/viewingPage?testimonyID=4011&returnIndex=0,Yes,,,
Shoah,3988,24,disc,discriminatory measures,anti Jewish measures,SL,we,could not walk,on the sidewalk,I couldn't walk -- we couldn't walk on the sidewalk.,Agency_Speculative/Modal,Steve Lewkowicz,https://vhaonline.usc.edu/viewingPage?testimonyID=4011&returnIndex=0,Yes,,,
Shoah,3988,24,disc,discriminatory measures,anti Jewish measures,SL,we,had to walk,on the street,"You know, we had to walk on the street.",Agency_Coercion/Necessity,Steve Lewkowicz,https://vhaonline.usc.edu/viewingPage?testimonyID=4011&returnIndex=0,Yes,,,
Shoah,3988,24,disc,discriminatory measures,anti Jewish measures,SL,We,could not use,the sidewalk,We couldn't use the sidewalk.,Agency_Speculative/Modal,Steve Lewkowicz,https://vhaonline.usc.edu/viewingPage?testimonyID=4011&returnIndex=0,Yes,,,
Shoah,3988,24,disc,discriminatory measures,anti Jewish measures,SL,We,could not walk,at night,We couldn't walk at night.,Agency_Speculative/Modal,Steve Lewkowicz,https://vhaonline.usc.edu/viewingPage?testimonyID=4011&returnIndex=0,Yes,,,
Shoah,4189,28,disc,discriminatory measures,anti Jewish measures,HH,You,had to wear,a Jewish star a yellow star,"You had to wear a Jewish star, a yellow star.",Agency_Coercion/Necessity,Herman Haller,https://vhaonline.usc.edu/viewingPage?testimonyID=4371&returnIndex=0,Yes,,,
Shoah,4189,28,disc,discriminatory measures,anti Jewish measures,HH,you,had to change,your names,And you had to change your names.,Agency_Coercion/Necessity,Herman Haller,https://vhaonline.usc.edu/viewingPage?testimonyID=4371&returnIndex=0,Yes,,,
Shoah,4189,28,disc,discriminatory measures,anti Jewish measures,HH,I,had to be called,Abraham,"You had to -- for instance, my name was Herman Haller, I had to be called Abraham.",Agency_Coercion/Necessity,Herman Haller,https://vhaonline.usc.edu/viewingPage?testimonyID=4371&returnIndex=0,Yes,,,
Shoah,4189,28,disc,discriminatory measures,anti Jewish measures,HH,all males,had to be called,Abraham,"All men, all males had to be called Abraham, and all females had to be called Sarah.",Agency_Coercion/Necessity,Herman Haller,https://vhaonline.usc.edu/viewingPage?testimonyID=4371&returnIndex=0,Yes,,,
Shoah,4189,28,disc,discriminatory measures,anti Jewish measures,HH,all females,had to be called,Sarah,"All men, all males had to be called Abraham, and all females had to be called Sarah.",Agency_Coercion/Necessity,Herman Haller,https://vhaonline.usc.edu/viewingPage?testimonyID=4371&returnIndex=0,Yes,,,
Shoah,4670,61,disc,discriminatory measures,anti Jewish measures,EA,You,could not go,into restaurants stores movies wherever you looked,"You could not go into restaurants, stores, movies, because wherever you looked, it had signs on, it says' Juden nicht erwunscht,' which means' Jews are not wanted' or' no Jews' or whatever in many different versions.",Agency_Speculative/Modal,Edith Abrahams,https://vhaonline.usc.edu/viewingPage?testimonyID=6583&returnIndex=0,Yes,,,
Shoah,4700,29,disc,discriminatory measures,anti Jewish measures,ES,You,had to hand,in your radio,You had to hand in your radio.,Agency_Coercion/Necessity,Edith Sheldon,https://vhaonline.usc.edu/viewingPage?testimonyID=6106&returnIndex=0,Yes,,,
Shoah,4700,29,disc,discriminatory measures,anti Jewish measures,ES,You,had to hand,in your jewelry the bank books,"You had to hand in your jewelry, the bank books.",Agency_Coercion/Necessity,Edith Sheldon,https://vhaonline.usc.edu/viewingPage?testimonyID=6106&returnIndex=0,Yes,,,
Shoah,4700,29,disc,discriminatory measures,anti Jewish measures,ES,you,had to hand,in your warm clothing your skis the ski equipment,"You had to -- then, when they started the Russian campaign, you had to hand in your warm clothing and your skis, the ski equipment.",Agency_Coercion/Necessity,Edith Sheldon,https://vhaonline.usc.edu/viewingPage?testimonyID=6106&returnIndex=0,Yes,,,
Shoah,4710,36,disc,discriminatory measures,anti Jewish measures,EA,You,had to wear,yellow stars all from the age of six years,"You had to wear yellow stars, all from the age of six years upwards.",Agency_Coercion/Necessity,Erno Abelesz,https://vhaonline.usc.edu/viewingPage?testimonyID=6257&returnIndex=0,Yes,,,
Shoah,4710,36,disc,discriminatory measures,anti Jewish measures,EA,You,have to cut,it out from yellow materials,You have to cut it out from yellow materials.,Agency_Coercion/Necessity,Erno Abelesz,https://vhaonline.usc.edu/viewingPage?testimonyID=6257&returnIndex=0,Yes,,,
Shoah,4710,36,disc,discriminatory measures,anti Jewish measures,EA,Jewish shops,are to be,simply closed,And the restrictions -- and they -- I think immediately we started -- Jewish shops are to be simply closed.,Agency_Active,Erno Abelesz,https://vhaonline.usc.edu/viewingPage?testimonyID=6257&returnIndex=0,Yes,,,
Shoah,5328,25,disc,discriminatory measures,anti Jewish measures,EB,We,were not allowed,on the sidewalks,We weren't allowed on the sidewalks.,Orientation,Esther Barishman,https://vhaonline.usc.edu/viewingPage?testimonyID=5159&returnIndex=0,Yes,,,
Shoah,5328,25,disc,discriminatory measures,anti Jewish measures,EB,We,were not allowed,in the playgrounds,We weren't allowed in the playgrounds.,Orientation,Esther Barishman,https://vhaonline.usc.edu/viewingPage?testimonyID=5159&returnIndex=0,Yes,,,
Shoah,5613,36,disc,discriminatory measures,anti Jewish measures,HS,Jews and dogs,were not allowed,into the parks,Jews and dogs were not allowed into the parks.,Orientation,Hyman Skulsky,https://vhaonline.usc.edu/viewingPage?testimonyID=4881&returnIndex=0,Yes,,,
Shoah,5613,36,disc,discriminatory measures,anti Jewish measures,HS,we,had to register,as Jews,Lots of things that -- we had to register as Jews.,Agency_Coercion/Necessity,Hyman Skulsky,https://vhaonline.usc.edu/viewingPage?testimonyID=4881&returnIndex=0,Yes,,,
Shoah,5613,36,disc,discriminatory measures,anti Jewish measures,HS,Our identity cards,were stamped,with a stamp Jew,"Our identity cards were stamped with a stamp on it saying, Jew.",Agency_Passive,Hyman Skulsky,https://vhaonline.usc.edu/viewingPage?testimonyID=4881&returnIndex=0,Yes,,,
Shoah,5945,20,disc,discriminatory measures,anti Jewish measures,LG,we,became,second- class citizens,"Well, immediately we became second- class citizens.",Agency_Active,Lasar Gotz,https://vhaonline.usc.edu/viewingPage?testimonyID=5132&returnIndex=0,Yes,,,
Shoah,5945,20,disc,discriminatory measures,anti Jewish measures,LG,We,had to walk,in the gutter,We had to walk in the gutter.,Agency_Coercion/Necessity,Lasar Gotz,https://vhaonline.usc.edu/viewingPage?testimonyID=5132&returnIndex=0,Yes,,,
Shoah,5970,12,disc,discriminatory measures,anti Jewish measures,HB,we,had to wear,the armbands with the Star of David on them,"First of all, we had to wear the armbands with the -- with the Star of David on them.",Agency_Coercion/Necessity,Henia Bryer,https://vhaonline.usc.edu/viewingPage?testimonyID=7751&returnIndex=0,Yes,,,
Shoah,5970,12,disc,discriminatory measures,anti Jewish measures,HB,decrees,[came],out every single day a curfew in the evenings,And there were millions of restrictions and decrees coming out every single day -- a curfew in the evenings.,Agency_Active,Henia Bryer,https://vhaonline.usc.edu/viewingPage?testimonyID=7751&returnIndex=0,Yes,,,
Shoah,6008,22,disc,discriminatory measures,anti Jewish measures,SC,You,could not own,a radio,You couldn't own a radio.,Agency_Speculative/Modal,Sidney Cyngiser,https://vhaonline.usc.edu/viewingPage?testimonyID=5181&returnIndex=0,Yes,,,
Shoah,6076,90,disc,discriminatory measures,anti Jewish measures,RS,The first thing,was,for the Jews to wear the armband,The first thing was for the Jews to wear the armband.,Orientation,Rachela Schlufman,https://vhaonline.usc.edu/viewingPage?testimonyID=5305&returnIndex=0,Yes,,,
Shoah,6076,90,disc,discriminatory measures,anti Jewish measures,RS,The second law,was,for the Jews to cut off the beards,The second law was for the Jews to cut off the beards.,Orientation,Rachela Schlufman,https://vhaonline.usc.edu/viewingPage?testimonyID=5305&returnIndex=0,Yes,,,
Shoah,6102,13,disc,discriminatory measures,anti Jewish measures,VK,they,robbed,all the Jewish businesses,"So the first thing they did, they robbed all the Jewish businesses.",Agency_Active,Viola Kohn,https://vhaonline.usc.edu/viewingPage?testimonyID=5356&returnIndex=0,Yes,,,
Shoah,6110,14,disc,discriminatory measures,anti Jewish measures,EW,the colleges,were closed,for Jews,They didn't -- the colleges were closed for Jews.,Agency_Passive,Edith Wertheim,https://vhaonline.usc.edu/viewingPage?testimonyID=5961&returnIndex=0,Yes,,,
Shoah,6110,14,disc,discriminatory measures,anti Jewish measures,EW,we,had to wear,a star ,"And we had to wear a star, sure.",Agency_Coercion/Necessity,Edith Wertheim,https://vhaonline.usc.edu/viewingPage?testimonyID=5961&returnIndex=0,Yes,,,
Shoah,6110,14,disc,discriminatory measures,anti Jewish measures,EW,They,closed,up the businesses,They closed up the businesses.,Agency_Active,Edith Wertheim,https://vhaonline.usc.edu/viewingPage?testimonyID=5961&returnIndex=0,Yes,,,
Shoah,6111,17,disc,discriminatory measures,anti Jewish measures,AS,we,had to close,up our store,"When the German marched in, we had to close up our store.",Agency_Coercion/Necessity,Agnes Sereni,https://vhaonline.usc.edu/viewingPage?testimonyID=5411&returnIndex=0,Yes,,,
Shoah,6525,30,disc,discriminatory measures,anti Jewish measures,MK,We,had to wear,the yellow star,We had to wear the yellow star.,Agency_Coercion/Necessity,Matilda Klein,https://vhaonline.usc.edu/viewingPage?testimonyID=5564&returnIndex=0,Yes,,,
Shoah,6525,30,disc,discriminatory measures,anti Jewish measures,MK,then it,came,the curfew with the yellow star,"And then it came the curfew, with the yellow star.",Agency_Active,Matilda Klein,https://vhaonline.usc.edu/viewingPage?testimonyID=5564&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,They,pulled,out the Jews with the shuls,They pulled out the Jews with the shuls and literally ripped their beards.,Agency_Active,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,They,literally ripped,their beards,They pulled out the Jews with the shuls and literally ripped their beards.,Agency_Active,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,They,were shaving,the beards they were laughing,"They were shaving the beards and they were laughing, making fun.",Agency_Active,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,we,could not walk,on the sidewalks,"First, we couldn't walk on the sidewalks.",Agency_Speculative/Modal,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,We,had to walk,on the street,We had to walk on the street.,Agency_Coercion/Necessity,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6736,34,disc,discriminatory measures,anti Jewish measures,MP,you,had to wear,a armband a white armband with the Jewish star,"Then they tell us that when you're over13 years old, or12, you had to wear a armband, a white armband with the Jewish star.",Agency_Coercion/Necessity,Murray Pantirer,https://vhaonline.usc.edu/viewingPage?testimonyID=5504&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,Jews,had to turn,in their radios,Jews had to turn in their radios.,Agency_Coercion/Necessity,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,Then Jews,had to turn,in their telephones,Then Jews had to turn in their telephones.,Agency_Coercion/Necessity,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,That Jews,had to give,up their possessions that Jewish schools were closed,"That Jews had to give up their possessions, that Jewish schools were -- anything named Jewish was closed.",Agency_Coercion/Necessity,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,anything,named,Jewish was closed,"That Jews had to give up their possessions, that Jewish schools were -- anything named Jewish was closed.",Agency_Active,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,we,had to start wearing,Jewish stars,"And very shortly afterwards, Jews could not go on the -- you know, when, when the stars -- when, when we had to start wearing Jewish stars, then Jews could also no longer go into stores, except between certain hours, which were after5 o'clock, when no -- when stores were open anymore.",Agency_Coercion/Necessity,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,then Jews,could also no longer go,into stores except between certain hours,"And very shortly afterwards, Jews could not go on the -- you know, when, when the stars -- when, when we had to start wearing Jewish stars, then Jews could also no longer go into stores, except between certain hours, which were after5 o'clock, when no -- when stores were open anymore.",Agency_Speculative/Modal,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6778,21,disc,discriminatory measures,anti Jewish measures,SB,the stars,had to be sewn,very tightly so that they would pass the finger test,And the stars had to be sewn very tightly so that they would pass the finger test.,Agency_Coercion/Necessity,Susan Bendor,https://vhaonline.usc.edu/viewingPage?testimonyID=5833&returnIndex=0,Yes,,,
Shoah,6837,11,disc,personal prejudice,antisemitism,EH,we,had to wear,the yellow stars,There was -- we had to wear the yellow stars.,Agency_Coercion/Necessity,Edith Hass,https://vhaonline.usc.edu/viewingPage?testimonyID=5862&returnIndex=0,Yes,,,
Shoah,6837,11,disc,personal prejudice,antisemitism,EH,they,used to call,you dirty Jew,"Like they used to call you dirty Jew, here and there.",Agency_Active,Edith Hass,https://vhaonline.usc.edu/viewingPage?testimonyID=5862&returnIndex=0,Yes,,,
Shoah,6837,11,disc,personal prejudice,antisemitism,EH,they,used to throw,rocks,"And, um -- or sometimes when they came home from the synagogue, the holiday, they used to throw rocks.",Agency_Active,Edith Hass,https://vhaonline.usc.edu/viewingPage?testimonyID=5862&returnIndex=0,Yes,,,
Shoah,6966,24,disc,discriminatory measures,anti Jewish measures,LG,The Jews,had to wear,a star,The Jews had to wear a star.,Agency_Coercion/Necessity,Leon Greenman,https://vhaonline.usc.edu/viewingPage?testimonyID=8830&returnIndex=0,Yes,,,
Shoah,6966,32,disc,discriminatory measures,anti Jewish measures,LG,we,could not go,to the parks the swimming baths,And we couldn't go to the parks nor the swimming baths.,Agency_Speculative/Modal,Leon Greenman,https://vhaonline.usc.edu/viewingPage?testimonyID=8830&returnIndex=0,Yes,,,
Shoah,7072,21,disc,discriminatory measures,anti Jewish measures,NG,We,had to walk,in the middle of the street,We had to walk in the middle of the street.,Agency_Coercion/Necessity,Nesse Godin,https://vhaonline.usc.edu/viewingPage?testimonyID=7420&returnIndex=0,Yes,,,
Shoah,7072,21,disc,discriminatory measures,anti Jewish measures,NG,We,had to wear,a Star of David,We had to wear a Star of David.,Agency_Coercion/Necessity,Nesse Godin,https://vhaonline.usc.edu/viewingPage?testimonyID=7420&returnIndex=0,Yes,,,
Shoah,7072,21,disc,discriminatory measures,anti Jewish measures,NG,we,called,it the yellow patch,It -- we called it the yellow patch.,Agency_Active,Nesse Godin,https://vhaonline.usc.edu/viewingPage?testimonyID=7420&returnIndex=0,Yes,,,
